esco_skill_label,esco_skill_uri,max_similarity,n_similar,mean_similarity,max_similarity_capability
communicate gambling rules,http://data.europa.eu/esco/skill/043c477b-71f6-43e9-8927-ca854fc55252,0.9149438142776489,1,0.6725516994718405,enforce access control and governance policies in the feature workflow
control train departures,http://data.europa.eu/esco/skill/043f1a88-7faa-4d56-b220-5428741c6a75,0.8918342590332031,0,0.6538056720533962,facilitate the early detection of service failures and their locations
manipulate dental material,http://data.europa.eu/esco/skill/043f3cba-7827-4a1f-9a87-7775ca01ec9d,0.8941496014595032,0,0.6729929247570785,"enter mechanical, temperature and electrical properties for polymer development"
manage temporary ICT networks for live performance,http://data.europa.eu/esco/skill/04473991-161d-46db-8684-0d5ed6cb6c66,0.9501639604568481,419,0.7292394084683934,"simplify the building, monitoring, and data management of smart machines"
design beer recipes,http://data.europa.eu/esco/skill/0450f6a4-495e-4484-b11f-84e8c12ac5f9,0.8437646627426147,0,0.5799740414838549,spark conversation for new flavor combinations and dish ideas
finish plastic products,http://data.europa.eu/esco/skill/04512804-4c83-4e1c-a963-02c58e918240,0.8706244826316833,0,0.6442817629753274,standardize metal denture polishing quality
keep up with digital transformation of industrial processes,http://data.europa.eu/esco/skill/0458f6a0-cb54-4ff5-a543-b2c5354e17c0,0.9332547187805176,45,0.7164668144406426,speed up the design and discovery of biologically active peptides for crop protection
advise others,http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d,0.937553346157074,49,0.6607693051445825,offer personalized insights and recommendations to clinicians
perform manual spiral binding,http://data.europa.eu/esco/skill/0460013b-e73a-4200-8c11-88b3b60a222a,0.8666796684265137,0,0.6701742218192904,streamline the discovery of sub-tier supplier risk through automated mapping and batch screening
place orders for orthopedic products,http://data.europa.eu/esco/skill/04666ae0-ad33-41b2-8977-7121583799d3,0.9173527359962463,2,0.6861240042863178,optimize decision making for perishable shippers and service providers
interact verbally in Bosnian,http://data.europa.eu/esco/skill/047218cf-3974-4148-86f8-31464253aa08,0.9133432507514954,2,0.4997109396024187,communicate in multiple languages
emboss designs,http://data.europa.eu/esco/skill/0476ca2b-f84e-4657-95b1-ad80bc48d002,0.8782209157943726,0,0.6606719850718249,deliver custom analog ICs in a fraction of the time compared to traditional methods
monitor flour unloading equipment,http://data.europa.eu/esco/skill/047ceb23-1eb3-4889-a07f-84a1e4b85bff,0.8913044929504395,0,0.7028625873568523,automate sorting systems for recycling materials with precision and speed
maintain statutory books,http://data.europa.eu/esco/skill/047fcf0a-2936-49fb-b4eb-97cdd8d09d0b,0.9089975953102112,10,0.6666093071441013,matter profiling and classification of incoming documents
wash the laundry,http://data.europa.eu/esco/skill/04838ae5-a737-48a0-a782-3d1b6b6cb75b,0.7719948887825012,0,0.544777287477831,use less water and cleaning agents
organise homecare for patients,http://data.europa.eu/esco/skill/04880044-9668-45b8-b888-f3d9894bac9f,0.9257879257202148,7,0.6681540906681008,personalize care for providers and patients
load cargo,http://data.europa.eu/esco/skill/048affec-04db-4bd5-b7a6-c666d16c0fef,0.8347373008728027,0,0.5763543369389436,tailor graphic cargo plans to maximize cargo capacity and profitability
deliver case notes,http://data.europa.eu/esco/skill/048f04c9-83b1-48cd-9ac9-16a433695a61,0.8646726012229919,0,0.6243041614195789,pick and deliver orders within a specific time frame
check quality of enamel,http://data.europa.eu/esco/skill/048f3205-6b1a-43e0-9f76-8c43562c6140,0.9115180969238281,6,0.6743075010602146,enhance the quality of patient documentation
understand written Latvian,http://data.europa.eu/esco/skill/049b5d37-aab3-4b6a-a505-bf254a434b5d,0.8078047633171082,0,0.5410753688942922,read and understand contracts
trim excess materials,http://data.europa.eu/esco/skill/049bc175-3f03-4311-8e5d-bbac9e4c2e6c,0.7840123176574707,0,0.5538695155203984,surface complementary items
respond to changing situations in health care,http://data.europa.eu/esco/skill/049c8caf-dd12-45fc-9bfa-b64051f32a19,0.9541515707969666,32,0.6680560766004159,enable patients to participate in their health care
write Finnish,http://data.europa.eu/esco/skill/049de1f6-34ec-46f9-a0b1-8fc6f0199413,0.8314575552940369,0,0.4798410742710977,read research in multiple languages
tend drying equipment,http://data.europa.eu/esco/skill/04a33cf1-06ec-4a34-8a88-a0beca3ce9e8,0.8659790754318237,0,0.6340508254872832,"enhance order processing efficiency through waveless batch picking, flash packing, audio notifications"
manage freight payment methods,http://data.europa.eu/esco/skill/04a97507-f019-4b5c-ae52-46224922ce25,0.9068669080734253,3,0.7183984443317797,ensure streamlined checkout process with autofill details and secure payment options
keep food laboratory inventory,http://data.europa.eu/esco/skill/04b90037-ae21-48dc-9448-f0b3eef05b33,0.8841612935066223,0,0.6552531705072584,reduce food waste through awareness and local food system platforms
rehabilitate worn dentition,http://data.europa.eu/esco/skill/04ba2e0a-a939-43ab-92fe-63f50b55c798,0.9253760576248169,29,0.7077084907704136,apply antimicrobial coating to various medical devices and implants
coordinate flight schedules,http://data.europa.eu/esco/skill/04bcb522-62a9-4fc1-8ea9-b7ccff10147e,0.8811020851135254,0,0.6645096453451547,augments existing flight crews
understand spoken Punjabi,http://data.europa.eu/esco/skill/04bd6e5b-9f81-4c3d-a81f-d7ac2c08dfd9,0.791956901550293,0,0.5255428886778536,empower people with speech disabilities to speak spontaneously
set up office equipment,http://data.europa.eu/esco/skill/04cf164c-d07d-49cf-a1b3-84bdbd79b5cb,0.9124161005020142,6,0.7060433067963459,"store, search, and find the most relevant and up-to-date information from company data"
advise on bankruptcy proceedings,http://data.europa.eu/esco/skill/04dcfb3b-d6ac-4044-a35f-a633d3816c28,0.9089300036430359,1,0.5886813880090773,advise on contracts
sell processed timber in a commercial environment,http://data.europa.eu/esco/skill/04dd3f36-7056-4824-9eee-b0312d4a25b7,0.9321941137313843,18,0.6561195656191107,address requirements for modern applications in a unified environment
provide technical documentation,http://data.europa.eu/esco/skill/04dfd9fb-e0cf-40f6-96c6-9d2280c4347e,0.9513749480247498,405,0.753022456867311,generate language models and motions without the need for training
slaughter animals,http://data.europa.eu/esco/skill/04e08696-b62e-446c-9b53-3b48f9af0904,0.8430497646331787,0,0.5978051733202636,"quantify, compare, and mitigate risk and climate impact across an entire fleet or driving population"
develop policies for nutritional programs,http://data.europa.eu/esco/skill/04e52ec7-5107-455b-a943-8004015d5b26,0.9339253306388855,225,0.7222065994446591,optimize decision support for enterprises and research institutions
perform live,http://data.europa.eu/esco/skill/04e6474d-f6fd-4e60-9191-24faae8ba0bb,0.8370335698127747,0,0.4915198827019702,select highlights from live broadcasts
teach nursing principles,http://data.europa.eu/esco/skill/04e6f19b-6458-432f-9790-3979831a03bc,0.9390993714332581,36,0.6807536160727294,"support development of knowledge, education, and research in a multicultural approach"
take advantage of learning opportunities in veterinary science,http://data.europa.eu/esco/skill/04e762ae-18a9-457f-9b2e-280cdddae1f0,0.9377065896987915,252,0.7266412420587468,acquire and understand current environment and situation in real time
support harmed social service users,http://data.europa.eu/esco/skill/04e84553-2795-4098-b0ad-e7921628b32c,0.9066224694252014,2,0.7089006415845988,create apps that support unique finance and people needs
use an application-specific interface,http://data.europa.eu/esco/skill/04fe962b-4017-4eb7-9139-7d69b6922bc9,0.9231228232383728,10,0.6713196705930875,build products using an API-first development approach
design electrical systems,http://data.europa.eu/esco/skill/05010f6c-0b40-4525-ac4a-057d46a2b6f4,0.9357035160064697,23,0.689517992274237,optimize engineering components and systems
weld in hyperbaric conditions,http://data.europa.eu/esco/skill/050dc15e-a41f-4958-bb2c-3fa46c2182be,0.9102351665496826,2,0.6287168508305244,"accomplish all of the above in a secure, compliant, and cost-effective manner, running securely in their cloud account"
weigh shipments,http://data.europa.eu/esco/skill/0511c6df-d1fb-4606-9c73-4baba77eea79,0.8892902135848999,0,0.6274569075298251,predict quality compliance of shipments before arrival
operate concrete casting machine,http://data.europa.eu/esco/skill/0516cfc3-eec7-45c6-87d7-d0e11a3364a8,0.8725195527076721,0,0.6756511638847315,automate sorting systems for recycling materials with precision and speed
promote fitness customer referral,http://data.europa.eu/esco/skill/05182ba0-1cb7-4203-93f6-c2d0e2beb3a2,0.9214709997177124,30,0.7014936146212011,provide contextual knowledge and insights tailored to individual users and customer business context
audit contractors,http://data.europa.eu/esco/skill/0520d8ba-3c24-4f75-a8b0-f883ddeed82d,0.9494518637657166,303,0.7394784617638432,manage security and adherence to business and regulatory compliance requirements across different locations
carry out inventory planning,http://data.europa.eu/esco/skill/05281013-f5ae-4bf2-ad23-d5d6f7573b46,0.893993079662323,0,0.705903461990813,interpret unique use case and translate those needs into an optimized service and support plan
prepare energy performance contracts,http://data.europa.eu/esco/skill/052b829c-67c5-466f-9300-0e0b001a68ef,0.9053380489349365,2,0.7153595032888245,transparent energy sourcing and distribution monitoring
pass on trade techniques,http://data.europa.eu/esco/skill/05338a70-1ea1-4c33-a886-1c4f0c7d7241,0.9060704708099365,4,0.6480437315871573,offer insights on the effectiveness of continuous listening strategies
treat animals ethically,http://data.europa.eu/esco/skill/0539bd09-531a-4857-b739-cfd0316e4c65,0.9069274663925171,2,0.6836686958311169,"intelligent system knows the optimum digital flow and when to call each system for each step and the best way to source and normalize data, including when human intervention is required"
define firewall rules,http://data.europa.eu/esco/skill/054f26ab-cfdc-4077-883c-1c4c9e9b310a,0.9319026470184326,30,0.6968614705660353,standardize and optimize feeds according to any set of requirements
prepare livestock for artificial insemination,http://data.europa.eu/esco/skill/0551beb0-2e59-4e43-8883-d4a06400940f,0.9260825514793396,64,0.7256270541881308,generate language models and motions without the need for training
operate production drilling machine,http://data.europa.eu/esco/skill/0557b66b-3ac5-4a03-a6e4-035aab5777ce,0.8910735845565796,0,0.6882889201857074,automate sorting systems for recycling materials with precision and speed
carry out quality control in microbiology laboratories,http://data.europa.eu/esco/skill/05580192-9610-4bbf-9dd7-f09fe4cae28a,0.942276120185852,110,0.6895276624072499,maintain quality and security in software testing
operate warehouse record systems,http://data.europa.eu/esco/skill/055ff233-6569-43db-9f95-a4b03dca97da,0.9234021902084351,52,0.729503169351805,integrate claims and electronic health record data in multiple formats
examine geochemical samples,http://data.europa.eu/esco/skill/0562cd60-cd92-47c3-bc63-30a55c5ca4fe,0.9118421673774719,10,0.6738274335096192,access molecular concentration and dynamics of fluorescently labelled molecules in living samples
restore upholstery of classic cars,http://data.europa.eu/esco/skill/0568517d-3d5f-470f-ac29-0b6509dd85b8,0.9082230925559998,3,0.6216531220215279,incorporate affordability and maneuverability of motorcycles with speed and performance of cars
supervise medical office support workers,http://data.europa.eu/esco/skill/056f3e1e-ba27-4498-9fd1-c22ae04dbf3a,0.9001985788345337,1,0.6639699674601449,"enhance operational efficiency of doctors offices, clinics and hospitals"
follow detailed procedures for relocating specific goods,http://data.europa.eu/esco/skill/0571fb74-b254-4ef7-8dd7-7e1e7893d783,0.9290003776550293,57,0.7238864098153549,provide access to smart insights in single dashboard for real-time monitoring of vehicle inventory including location and health parameters
cut tobacco leaves,http://data.europa.eu/esco/skill/05722a60-14ab-44e1-960e-35efb2695efd,0.774090051651001,0,0.546159140646541,cut course development and delivery time
remove road surface,http://data.europa.eu/esco/skill/059a7a6e-e65e-4127-a421-76817554f97c,0.844326913356781,0,0.5920832383706557,map underground infrastructure without disruptive excavation and drilling
